x y z
-0.459 1.939 2.944
-0.459 2.143 3.233
-0.459 2.347 3.497
-0.459 2.551 3.742
-0.459 2.755 3.972
-0.459 2.959 4.189
-0.459 3.163 4.396
-0.459 3.367 4.593
-0.459 3.571 4.783
-0.459 3.776 4.966
-0.459 3.980 5.142
-0.459 4.184 5.314
-0.459 4.388 5.480
-0.459 4.592 5.642
-0.459 4.796 5.800
-0.459 5.000 5.954
-0.357 -5.000 1.382
-0.357 -4.796 1.315
-0.357 -4.592 1.247
-0.357 -4.388 1.179
-0.357 -4.184 1.111
-0.357 -3.980 1.043
-0.357 -3.776 0.975
-0.357 -3.571 0.907
-0.357 -3.367 0.838
-0.357 -3.163 0.769
-0.357 -2.959 0.700
-0.357 -2.755 0.631
-0.357 -2.551 0.562
-0.357 -2.347 0.493
-0.357 -2.143 0.424
-0.357 -1.939 0.355
-0.357 -1.735 0.285
-0.357 -1.531 0.216
-0.357 -1.327 0.147
-0.357 -1.122 0.078
-0.357 -0.918 0.010
-0.357 -0.714 0.000
-0.357 -0.510 0.000
-0.357 -0.306 0.000
-0.357 -0.102 0.000
-0.357 0.102 0.000
-0.357 0.306 0.000
-0.357 0.510 0.000
-0.357 0.714 0.000
-0.357 0.918 0.000
-0.357 1.122 1.020
-0.357 1.327 1.696
-0.357 1.531 2.164
-0.357 1.735 2.544
-0.357 1.939 2.872
-0.357 2.143 3.165
-0.357 2.347 3.432
-0.357 2.551 3.680
-0.357 2.755 3.912
-0.357 2.959 4.131
-0.357 3.163 4.339
-0.357 3.367 4.539
-0.357 3.571 4.730
-0.357 3.776 4.914
-0.357 3.980 5.092
-0.357 4.184 5.264
-0.357 4.388 5.431
-0.357 4.592 5.594
-0.357 4.796 5.753
-0.357 5.000 5.908
-0.255 -5.000 1.385
-0.255 -4.796 1.318
-0.255 -4.592 1.250
-0.255 -4.388 1.182
-0.255 -4.184 1.115
-0.255 -3.980 1.046
-0.255 -3.776 0.978
-0.255 -3.571 0.910
-0.255 -3.367 0.841
-0.255 -3.163 0.772
-0.255 -2.959 0.704
-0.255 -2.755 0.634
-0.255 -2.551 0.565
-0.255 -2.347 0.496
-0.255 -2.143 0.426
-0.255 -1.939 0.357
-0.255 -1.735 0.287
-0.255 -1.531 0.218
-0.255 -1.327 0.148
-0.255 -1.122 0.079
-0.255 -0.918 0.009
-0.255 -0.714 0.000
-0.255 -0.510 0.000
-0.255 -0.306 0.000
-0.255 -0.102 0.000
-0.255 0.102 0.000
-0.255 0.306 0.000
-0.255 0.510 0.000
-0.255 0.714 0.000
-0.255 0.918 0.000
-0.255 1.122 0.894
-0.255 1.327 1.606
-0.255 1.531 2.084
-0.255 1.735 2.470
-0.255 1.939 2.801
-0.255 2.143 3.098
-0.255 2.347 3.368
-0.255 2.551 3.618
-0.255 2.755 3.852
-0.255 2.959 4.073
-0.255 3.163 4.283
-0.255 3.367 4.484
-0.255 3.571 4.676
-0.255 3.776 4.862
-0.255 3.980 5.041
-0.255 4.184 5.215
-0.255 4.388 5.383
-0.255 4.592 5.547
-0.255 4.796 5.707
-0.255 5.000 5.863
-0.153 -5.000 1.389
-0.153 -4.796 1.322
-0.153 -4.592 1.254
-0.153 -4.388 1.186
-0.153 -4.184 1.118
-0.153 -3.980 1.050
-0.153 -3.776 0.982
-0.153 -3.571 0.914
-0.153 -3.367 0.845
-0.153 -3.163 0.777
-0.153 -2.959 0.708
-0.153 -2.755 0.639
-0.153 -2.551 0.569
-0.153 -2.347 0.500
-0.153 -2.143 0.430
-0.153 -1.939 0.361
-0.153 -1.735 0.291
-0.153 -1.531 0.221
-0.153 -1.327 0.152
-0.153 -1.122 0.082
-0.153 -0.918 0.012
-0.153 -0.714 0.000
-0.153 -0.510 0.000
-0.153 -0.306 0.000
-0.153 -0.102 0.000
-0.153 0.102 0.000
-0.153 0.306 0.000
-0.153 0.510 0.000
-0.153 0.714 0.000
-0.153 0.918 0.000
-0.153 1.122 0.786
-0.153 1.327 1.525
-0.153 1.531 2.009
-0.153 1.735 2.398
-0.153 1.939 2.733
-0.153 2.143 3.032
-0.153 2.347 3.304
-0.153 2.551 3.556
-0.153 2.755 3.792
-0.153 2.959 4.015
-0.153 3.163 4.227
-0.153 3.367 4.429
-0.153 3.571 4.623
-0.153 3.776 4.810
-0.153 3.980 4.990
-0.153 4.184 5.165
-0.153 4.388 5.335
-0.153 4.592 5.500
-0.153 4.796 5.661
-0.153 5.000 5.818
-0.051 -5.000 1.393
-0.051 -4.796 1.326
-0.051 -4.592 1.259
-0.051 -4.388 1.191
-0.051 -4.184 1.123
-0.051 -3.980 1.055
-0.051 -3.776 0.987
-0.051 -3.571 0.919
-0.051 -3.367 0.850
-0.051 -3.163 0.781
-0.051 -2.959 0.713
-0.051 -2.755 0.644
-0.051 -2.551 0.574
-0.051 -2.347 0.505
-0.051 -2.143 0.436
-0.051 -1.939 0.366
-0.051 -1.735 0.296
-0.051 -1.531 0.227
-0.051 -1.327 0.157
-0.051 -1.122 0.087
-0.051 -0.918 0.018
-0.051 -0.714 0.000
-0.051 -0.510 0.000
-0.051 -0.306 0.000
-0.051 -0.102 0.000
-0.051 0.102 0.000
-0.051 0.306 0.000
-0.051 0.510 0.000
-0.051 0.714 0.000
-0.051 0.918 0.000
-0.051 1.122 0.703
-0.051 1.327 1.453
-0.051 1.531 1.939
-0.051 1.735 2.330
-0.051 1.939 2.666
-0.051 2.143 2.967
-0.051 2.347 3.241
-0.051 2.551 3.495
-0.051 2.755 3.733
-0.051 2.959 3.957
-0.051 3.163 4.171
-0.051 3.367 4.374
-0.051 3.571 4.570
-0.051 3.776 4.758
-0.051 3.980 4.940
-0.051 4.184 5.116
-0.051 4.388 5.286
-0.051 4.592 5.452
-0.051 4.796 5.614
-0.051 5.000 5.772
0.051 -5.000 1.398
0.051 -4.796 1.331
0.051 -4.592 1.264
0.051 -4.388 1.196
0.051 -4.184 1.128
0.051 -3.980 1.061
0.051 -3.776 0.992
0.051 -3.571 0.924
0.051 -3.367 0.856
0.051 -3.163 0.787
0.051 -2.959 0.718
0.051 -2.755 0.650
0.051 -2.551 0.580
0.051 -2.347 0.511
0.051 -2.143 0.442
0.051 -1.939 0.373
0.051 -1.735 0.303
0.051 -1.531 0.234
0.051 -1.327 0.164
0.051 -1.122 0.095
0.051 -0.918 0.026
0.051 -0.714 0.000
0.051 -0.510 0.000
0.051 -0.306 0.000
0.051 -0.102 0.000
0.051 0.102 0.000
0.051 0.306 0.000
0.051 0.510 0.000
0.051 0.714 0.000
0.051 0.918 0.000
0.051 1.122 0.649
0.051 1.327 1.390
0.051 1.531 1.873
0.051 1.735 2.263
0.051 1.939 2.601
0.051 2.143 2.903
0.051 2.347 3.179
0.051 2.551 3.434
0.051 2.755 3.674
0.051 2.959 3.900
0.051 3.163 4.115
0.051 3.367 4.320
0.051 3.571 4.517
0.051 3.776 4.706
0.051 3.980 4.889
0.051 4.184 5.066
0.051 4.388 5.238
0.051 4.592 5.405
0.051 4.796 5.568
0.051 5.000 5.727
0.153 -5.000 1.404
0.153 -4.796 1.337
0.153 -4.592 1.269
0.153 -4.388 1.202
0.153 -4.184 1.134
0.153 -3.980 1.067
0.153 -3.776 0.999
0.153 -3.571 0.931
0.153 -3.367 0.862
0.153 -3.163 0.794
0.153 -2.959 0.725
0.153 -2.755 0.657
0.153 -2.551 0.588
0.153 -2.347 0.519
0.153 -2.143 0.450
0.153 -1.939 0.380
0.153 -1.735 0.311
0.153 -1.531 0.242
0.153 -1.327 0.173
0.153 -1.122 0.104
0.153 -0.918 0.036
0.153 -0.714 0.000
0.153 -0.510 0.000
0.153 -0.306 0.000
0.153 -0.102 0.000
0.153 0.102 0.000
0.153 0.306 0.000
0.153 0.510 0.000
0.153 0.714 0.000
0.153 0.918 0.000
0.153 1.122 0.619
0.153 1.327 1.334
0.153 1.531 1.810
0.153 1.735 2.198
0.153 1.939 2.536
0.153 2.143 2.839
0.153 2.347 3.116
0.153 2.551 3.373
0.153 2.755 3.615
0.153 2.959 3.842
0.153 3.163 4.059
0.153 3.367 4.265
0.153 3.571 4.463
0.153 3.776 4.654
0.153 3.980 4.838
0.153 4.184 5.016
0.153 4.388 5.189
0.153 4.592 5.358
0.153 4.796 5.521
0.153 5.000 5.681
0.255 -5.000 1.410
0.255 -4.796 1.343
0.255 -4.592 1.276
0.255 -4.388 1.208
0.255 -4.184 1.141
0.255 -3.980 1.073
0.255 -3.776 1.006
0.255 -3.571 0.938
0.255 -3.367 0.870
0.255 -3.163 0.801
0.255 -2.959 0.733
0.255 -2.755 0.664
0.255 -2.551 0.596
0.255 -2.347 0.527
0.255 -2.143 0.458
0.255 -1.939 0.389
0.255 -1.735 0.321
0.255 -1.531 0.252
0.255 -1.327 0.184
0.255 -1.122 0.116
0.255 -0.918 0.049
0.255 -0.714 0.000
0.255 -0.510 0.000
0.255 -0.306 0.000
0.255 -0.102 0.000
0.255 0.102 0.000
0.255 0.306 0.000
0.255 0.510 0.000
0.255 0.714 0.000
0.255 0.918 0.000
0.255 1.122 0.605
0.255 1.327 1.282
0.255 1.531 1.749
0.255 1.735 2.135
0.255 1.939 2.472
0.255 2.143 2.776
0.255 2.347 3.054
0.255 2.551 3.313
0.255 2.755 3.555
0.255 2.959 3.784
0.255 3.163 4.002
0.255 3.367 4.210
0.255 3.571 4.410
0.255 3.776 4.602
0.255 3.980 4.787
0.255 4.184 4.967
0.255 4.388 5.141
0.255 4.592 5.310
0.255 4.796 5.475
0.255 5.000 5.635
0.357 -5.000 1.417
0.357 -4.796 1.350
0.357 -4.592 1.283
0.357 -4.388 1.215
0.357 -4.184 1.148
0.357 -3.980 1.081
0.357 -3.776 1.013
0.357 -3.571 0.945
0.357 -3.367 0.878
0.357 -3.163 0.810
0.357 -2.959 0.741
0.357 -2.755 0.673
0.357 -2.551 0.605
0.357 -2.347 0.536
0.357 -2.143 0.468
0.357 -1.939 0.400
0.357 -1.735 0.331
0.357 -1.531 0.263
0.357 -1.327 0.196
0.357 -1.122 0.129
0.357 -0.918 0.063
0.357 -0.714 0.000
0.357 -0.510 0.000
0.357 -0.306 0.000
0.357 -0.102 0.000
0.357 0.102 0.000
0.357 0.306 0.000
0.357 0.510 0.000
0.357 0.714 0.000
0.357 0.918 0.000
0.357 1.122 0.596
0.357 1.327 1.233
0.357 1.531 1.690
0.357 1.735 2.072
0.357 1.939 2.408
0.357 2.143 2.712
0.357 2.347 2.992
0.357 2.551 3.252
0.357 2.755 3.496
0.357 2.959 3.726
0.357 3.163 3.946
0.357 3.367 4.155
0.357 3.571 4.356
0.357 3.776 4.549
0.357 3.980 4.736
0.357 4.184 4.917
0.357 4.388 5.092
0.357 4.592 5.262
0.357 4.796 5.428
0.357 5.000 5.590
0.459 -5.000 1.424
0.459 -4.796 1.357
0.459 -4.592 1.290
0.459 -4.388 1.223
0.459 -4.184 1.156
0.459 -3.980 1.089
0.459 -3.776 1.021
0.459 -3.571 0.954
0.459 -3.367 0.886
0.459 -3.163 0.819
0.459 -2.959 0.751
0.459 -2.755 0.683
0.459 -2.551 0.615
0.459 -2.347 0.547
0.459 -2.143 0.479
0.459 -1.939 0.411
0.459 -1.735 0.343
0.459 -1.531 0.276
0.459 -1.327 0.209
0.459 -1.122 0.144
0.459 -0.918 0.080
0.459 -0.714 0.018
0.459 -0.510 0.000
0.459 -0.306 0.000
0.459 -0.102 0.000
0.459 0.102 0.000
0.459 0.306 0.000
0.459 0.510 0.000
0.459 0.714 0.000
0.459 0.918 0.027
0.459 1.122 0.585
0.459 1.327 1.183
0.459 1.531 1.630
0.459 1.735 2.008
0.459 1.939 2.344
0.459 2.143 2.648
0.459 2.347 2.929
0.459 2.551 3.190
0.459 2.755 3.436
0.459 2.959 3.668
0.459 3.163 3.889
0.459 3.367 4.100
0.459 3.571 4.302
0.459 3.776 4.497
0.459 3.980 4.685
0.459 4.184 4.867
0.459 4.388 5.043
0.459 4.592 5.214
0.459 4.796 5.381
0.459 5.000 5.544
0.561 -5.000 1.431
0.561 -4.796 1.365
0.561 -4.592 1.298
0.561 -4.388 1.231
0.561 -4.184 1.164
0.561 -3.980 1.097
0.561 -3.776 1.030
0.561 -3.571 0.963
0.561 -3.367 0.896
0.561 -3.163 0.828
0.561 -2.959 0.761
0.561 -2.755 0.693
0.561 -2.551 0.626
0.561 -2.347 0.558
0.561 -2.143 0.491
0.561 -1.939 0.423
0.561 -1.735 0.356
0.561 -1.531 0.290
0.561 -1.327 0.224
0.561 -1.122 0.160
0.561 -0.918 0.097
0.561 -0.714 0.037
0.561 -0.510 0.000
0.561 -0.306 0.000
0.561 -0.102 0.000
0.561 0.102 0.000
0.561 0.306 0.000
0.561 0.510 0.000
0.561 0.714 0.000
0.561 0.918 0.080
0.561 1.122 0.537
0.561 1.327 1.130
0.561 1.531 1.568
0.561 1.735 1.944
0.561 1.939 2.278
0.561 2.143 2.584
0.561 2.347 2.865
0.561 2.551 3.128
0.561 2.755 3.375
0.561 2.959 3.609
0.561 3.163 3.831
0.561 3.367 4.044
0.561 3.571 4.248
0.561 3.776 4.444
0.561 3.980 4.633
0.561 4.184 4.816
0.561 4.388 4.994
0.561 4.592 5.166
0.561 4.796 5.334
0.561 5.000 5.498
0.663 -5.000 1.440
0.663 -4.796 1.373
0.663 -4.592 1.307
0.663 -4.388 1.240
0.663 -4.184 1.174
0.663 -3.980 1.107
0.663 -3.776 1.040
0.663 -3.571 0.973
0.663 -3.367 0.906
0.663 -3.163 0.839
0.663 -2.959 0.772
0.663 -2.755 0.704
0.663 -2.551 0.637
0.663 -2.347 0.570
0.663 -2.143 0.503
0.663 -1.939 0.437
0.663 -1.735 0.370
0.663 -1.531 0.305
0.663 -1.327 0.240
0.663 -1.122 0.177
0.663 -0.918 0.116
0.663 -0.714 0.058
0.663 -0.510 0.005
0.663 -0.306 0.000
0.663 -0.102 0.000
0.663 0.102 0.000
0.663 0.306 0.000
0.663 0.510 0.000
0.663 0.714 0.000
0.663 0.918 0.109
0.663 1.122 0.486
0.663 1.327 1.059
0.663 1.531 1.503
0.663 1.735 1.877
0.663 1.939 2.212
0.663 2.143 2.518
0.663 2.347 2.801
0.663 2.551 3.065
0.663 2.755 3.314
0.663 2.959 3.549
0.663 3.163 3.773
0.663 3.367 3.988
0.663 3.571 4.193
0.663 3.776 4.390
0.663 3.980 4.581
0.663 4.184 4.765
0.663 4.388 4.944
0.663 4.592 5.118
0.663 4.796 5.287
0.663 5.000 5.451
0.765 -5.000 1.448
0.765 -4.796 1.382
0.765 -4.592 1.316
0.765 -4.388 1.250
0.765 -4.184 1.183
0.765 -3.980 1.117
0.765 -3.776 1.050
0.765 -3.571 0.983
0.765 -3.367 0.917
0.765 -3.163 0.850
0.765 -2.959 0.783
0.765 -2.755 0.716
0.765 -2.551 0.650
0.765 -2.347 0.583
0.765 -2.143 0.517
0.765 -1.939 0.451
0.765 -1.735 0.385
0.765 -1.531 0.321
0.765 -1.327 0.257
0.765 -1.122 0.195
0.765 -0.918 0.136
0.765 -0.714 0.080
0.765 -0.510 0.029
0.765 -0.306 0.000
0.765 -0.102 0.000
0.765 0.102 0.000
0.765 0.306 0.000
0.765 0.510 0.000
0.765 0.714 0.000
0.765 0.918 0.116
0.765 1.122 0.442
0.765 1.327 0.953
0.765 1.531 1.428
0.765 1.735 1.807
0.765 1.939 2.143
0.765 2.143 2.450
0.765 2.347 2.735
0.765 2.551 3.001
0.765 2.755 3.252
0.765 2.959 3.489
0.765 3.163 3.715
0.765 3.367 3.931
0.765 3.571 4.138
0.765 3.776 4.337
0.765 3.980 4.529
0.765 4.184 4.714
0.765 4.388 4.894
0.765 4.592 5.069
0.765 4.796 5.239
0.765 5.000 5.405
0.867 -5.000 1.458
0.867 -4.796 1.392
0.867 -4.592 1.325
0.867 -4.388 1.259
0.867 -4.184 1.193
0.867 -3.980 1.127
0.867 -3.776 1.061
0.867 -3.571 0.994
0.867 -3.367 0.928
0.867 -3.163 0.862
0.867 -2.959 0.795
0.867 -2.755 0.729
0.867 -2.551 0.663
0.867 -2.347 0.597
0.867 -2.143 0.531
0.867 -1.939 0.466
0.867 -1.735 0.401
0.867 -1.531 0.338
0.867 -1.327 0.275
0.867 -1.122 0.215
0.867 -0.918 0.157
0.867 -0.714 0.102
0.867 -0.510 0.053
0.867 -0.306 0.012
0.867 -0.102 0.000
0.867 0.102 0.000
0.867 0.306 0.000
0.867 0.510 0.000
0.867 0.714 0.020
0.867 0.918 0.106
0.867 1.122 0.392
0.867 1.327 0.855
0.867 1.531 1.330
0.867 1.735 1.731
0.867 1.939 2.071
0.867 2.143 2.380
0.867 2.347 2.668
0.867 2.551 2.936
0.867 2.755 3.189
0.867 2.959 3.428
0.867 3.163 3.656
0.867 3.367 3.873
0.867 3.571 4.082
0.867 3.776 4.282
0.867 3.980 4.476
0.867 4.184 4.663
0.867 4.388 4.844
0.867 4.592 5.020
0.867 4.796 5.191
0.867 5.000 5.358
0.969 -5.000 1.467
0.969 -4.796 1.401
0.969 -4.592 1.336
0.969 -4.388 1.270
0.969 -4.184 1.204
0.969 -3.980 1.138
0.969 -3.776 1.072
0.969 -3.571 1.006
0.969 -3.367 0.940
0.969 -3.163 0.874
0.969 -2.959 0.808
0.969 -2.755 0.742
0.969 -2.551 0.677
0.969 -2.347 0.611
0.969 -2.143 0.546
0.969 -1.939 0.482
0.969 -1.735 0.418
0.969 -1.531 0.355
0.969 -1.327 0.294
0.969 -1.122 0.235
0.969 -0.918 0.178
0.969 -0.714 0.125
0.969 -0.510 0.078
0.969 -0.306 0.039
0.969 -0.102 0.010
0.969 0.102 0.000
0.969 0.306 0.000
0.969 0.510 0.011
0.969 0.714 0.040
0.969 0.918 0.091
0.969 1.122 0.334
0.969 1.327 0.763
0.969 1.531 1.213
0.969 1.735 1.639
0.969 1.939 1.995
0.969 2.143 2.308
0.969 2.347 2.598
0.969 2.551 2.869
0.969 2.755 3.124
0.969 2.959 3.366
0.969 3.163 3.595
0.969 3.367 3.815
0.969 3.571 4.025
0.969 3.776 4.227
0.969 3.980 4.422
0.969 4.184 4.611
0.969 4.388 4.793
0.969 4.592 4.971
0.969 4.796 5.143
0.969 5.000 5.311
1.071 -5.000 1.477
1.071 -4.796 1.412
1.071 -4.592 1.346
1.071 -4.388 1.281
1.071 -4.184 1.215
1.071 -3.980 1.149
1.071 -3.776 1.084
1.071 -3.571 1.018
1.071 -3.367 0.952
1.071 -3.163 0.887
1.071 -2.959 0.821
1.071 -2.755 0.756
1.071 -2.551 0.691
1.071 -2.347 0.626
1.071 -2.143 0.562
1.071 -1.939 0.498
1.071 -1.735 0.435
1.071 -1.531 0.374
1.071 -1.327 0.313
1.071 -1.122 0.255
1.071 -0.918 0.200
1.071 -0.714 0.149
1.071 -0.510 0.103
1.071 -0.306 0.066
1.071 -0.102 0.038
1.071 0.102 0.023
1.071 0.306 0.022
1.071 0.510 0.035
1.071 0.714 0.062
1.071 0.918 0.098
1.071 1.122 0.274
1.071 1.327 0.662
1.071 1.531 1.109
1.071 1.735 1.531
1.071 1.939 1.908
1.071 2.143 2.233
1.071 2.347 2.526
1.071 2.551 2.801
1.071 2.755 3.058
1.071 2.959 3.302
1.071 3.163 3.534
1.071 3.367 3.755
1.071 3.571 3.968
1.071 3.776 4.172
1.071 3.980 4.368
1.071 4.184 4.558
1.071 4.388 4.742
1.071 4.592 4.921
1.071 4.796 5.095
1.071 5.000 5.264
1.173 -5.000 1.488
1.173 -4.796 1.423
1.173 -4.592 1.357
1.173 -4.388 1.292
1.173 -4.184 1.227
1.173 -3.980 1.161
1.173 -3.776 1.096
1.173 -3.571 1.031
1.173 -3.367 0.965
1.173 -3.163 0.900
1.173 -2.959 0.835
1.173 -2.755 0.770
1.173 -2.551 0.706
1.173 -2.347 0.642
1.173 -2.143 0.578
1.173 -1.939 0.515
1.173 -1.735 0.453
1.173 -1.531 0.393
1.173 -1.327 0.333
1.173 -1.122 0.277
1.173 -0.918 0.223
1.173 -0.714 0.173
1.173 -0.510 0.129
1.173 -0.306 0.092
1.173 -0.102 0.065
1.173 0.102 0.050
1.173 0.306 0.048
1.173 0.510 0.060
1.173 0.714 0.084
1.173 0.918 0.117
1.173 1.122 0.218
1.173 1.327 0.560
1.173 1.531 1.012
1.173 1.735 1.412
1.173 1.939 1.808
1.173 2.143 2.150
1.173 2.347 2.452
1.173 2.551 2.730
1.173 2.755 2.991
1.173 2.959 3.237
1.173 3.163 3.472
1.173 3.367 3.695
1.173 3.571 3.909
1.173 3.776 4.115
1.173 3.980 4.314
1.173 4.184 4.505
1.173 4.388 4.691
1.173 4.592 4.871
1.173 4.796 5.046
1.173 5.000 5.216
1.276 -5.000 1.499
1.276 -4.796 1.434
1.276 -4.592 1.369
1.276 -4.388 1.304
1.276 -4.184 1.239
1.276 -3.980 1.174
1.276 -3.776 1.109
1.276 -3.571 1.044
1.276 -3.367 0.979
1.276 -3.163 0.914
1.276 -2.959 0.850
1.276 -2.755 0.785
1.276 -2.551 0.722
1.276 -2.347 0.658
1.276 -2.143 0.595
1.276 -1.939 0.533
1.276 -1.735 0.472
1.276 -1.531 0.412
1.276 -1.327 0.354
1.276 -1.122 0.298
1.276 -0.918 0.246
1.276 -0.714 0.198
1.276 -0.510 0.155
1.276 -0.306 0.119
1.276 -0.102 0.093
1.276 0.102 0.078
1.276 0.306 0.075
1.276 0.510 0.084
1.276 0.714 0.106
1.276 0.918 0.137
1.276 1.122 0.184
1.276 1.327 0.462
1.276 1.531 0.909
1.276 1.735 1.307
1.276 1.939 1.697
1.276 2.143 2.057
1.276 2.347 2.372
1.276 2.551 2.657
1.276 2.755 2.921
1.276 2.959 3.171
1.276 3.163 3.408
1.276 3.367 3.634
1.276 3.571 3.850
1.276 3.776 4.058
1.276 3.980 4.258
1.276 4.184 4.451
1.276 4.388 4.639
1.276 4.592 4.820
1.276 4.796 4.996
1.276 5.000 5.168
1.378 -5.000 1.510
1.378 -4.796 1.445
1.378 -4.592 1.381
1.378 -4.388 1.316
1.378 -4.184 1.251
1.378 -3.980 1.186
1.378 -3.776 1.122
1.378 -3.571 1.057
1.378 -3.367 0.993
1.378 -3.163 0.929
1.378 -2.959 0.865
1.378 -2.755 0.801
1.378 -2.551 0.738
1.378 -2.347 0.675
1.378 -2.143 0.613
1.378 -1.939 0.551
1.378 -1.735 0.491
1.378 -1.531 0.432
1.378 -1.327 0.375
1.378 -1.122 0.321
1.378 -0.918 0.269
1.378 -0.714 0.222
1.378 -0.510 0.181
1.378 -0.306 0.146
1.378 -0.102 0.120
1.378 0.102 0.105
1.378 0.306 0.101
1.378 0.510 0.109
1.378 0.714 0.129
1.378 0.918 0.158
1.378 1.122 0.195
1.378 1.327 0.373
1.378 1.531 0.790
1.378 1.735 1.208
1.378 1.939 1.578
1.378 2.143 1.954
1.378 2.347 2.284
1.378 2.551 2.579
1.378 2.755 2.849
1.378 2.959 3.103
1.378 3.163 3.343
1.378 3.367 3.571
1.378 3.571 3.790
1.378 3.776 4.000
1.378 3.980 4.202
1.378 4.184 4.397
1.378 4.388 4.586
1.378 4.592 4.769
1.378 4.796 4.946
1.378 5.000 5.119
1.480 -5.000 1.522
1.480 -4.796 1.457
1.480 -4.592 1.393
1.480 -4.388 1.328
1.480 -4.184 1.264
1.480 -3.980 1.200
1.480 -3.776 1.135
1.480 -3.571 1.071
1.480 -3.367 1.007
1.480 -3.163 0.944
1.480 -2.959 0.880
1.480 -2.755 0.817
1.480 -2.551 0.754
1.480 -2.347 0.692
1.480 -2.143 0.631
1.480 -1.939 0.570
1.480 -1.735 0.511
1.480 -1.531 0.453
1.480 -1.327 0.397
1.480 -1.122 0.343
1.480 -0.918 0.293
1.480 -0.714 0.247
1.480 -0.510 0.207
1.480 -0.306 0.173
1.480 -0.102 0.148
1.480 0.102 0.132
1.480 0.306 0.128
1.480 0.510 0.134
1.480 0.714 0.152
1.480 0.918 0.178
1.480 1.122 0.213
1.480 1.327 0.303
1.480 1.531 0.664
1.480 1.735 1.106
1.480 1.939 1.474
1.480 2.143 1.841
1.480 2.347 2.189
1.480 2.551 2.496
1.480 2.755 2.775
1.480 2.959 3.033
1.480 3.163 3.276
1.480 3.367 3.507
1.480 3.571 3.729
1.480 3.776 3.941
1.480 3.980 4.145
1.480 4.184 4.342
1.480 4.388 4.532
1.480 4.592 4.717
1.480 4.796 4.896
1.480 5.000 5.070
1.582 -5.000 1.534
1.582 -4.796 1.470
1.582 -4.592 1.406
1.582 -4.388 1.341
1.582 -4.184 1.277
1.582 -3.980 1.213
1.582 -3.776 1.150
1.582 -3.571 1.086
1.582 -3.367 1.022
1.582 -3.163 0.959
1.582 -2.959 0.896
1.582 -2.755 0.833
1.582 -2.551 0.771
1.582 -2.347 0.710
1.582 -2.143 0.649
1.582 -1.939 0.589
1.582 -1.735 0.531
1.582 -1.531 0.474
1.582 -1.327 0.419
1.582 -1.122 0.366
1.582 -0.918 0.317
1.582 -0.714 0.272
1.582 -0.510 0.233
1.582 -0.306 0.200
1.582 -0.102 0.175
1.582 0.102 0.160
1.582 0.306 0.154
1.582 0.510 0.159
1.582 0.714 0.175
1.582 0.918 0.200
1.582 1.122 0.233
1.582 1.327 0.274
1.582 1.531 0.548
1.582 1.735 0.994
1.582 1.939 1.376
1.582 2.143 1.725
1.582 2.347 2.085
1.582 2.551 2.406
1.582 2.755 2.695
1.582 2.959 2.960
1.582 3.163 3.207
1.582 3.367 3.442
1.582 3.571 3.666
1.582 3.776 3.881
1.582 3.980 4.087
1.582 4.184 4.286
1.582 4.388 4.478
1.582 4.592 4.664
1.582 4.796 4.845
1.582 5.000 5.021
1.684 -5.000 1.547
1.684 -4.796 1.483
1.684 -4.592 1.419
1.684 -4.388 1.355
1.684 -4.184 1.291
1.684 -3.980 1.227
1.684 -3.776 1.164
1.684 -3.571 1.101
1.684 -3.367 1.038
1.684 -3.163 0.975
1.684 -2.959 0.912
1.684 -2.755 0.850
1.684 -2.551 0.789
1.684 -2.347 0.728
1.684 -2.143 0.668
1.684 -1.939 0.609
1.684 -1.735 0.551
1.684 -1.531 0.495
1.684 -1.327 0.441
1.684 -1.122 0.390
1.684 -0.918 0.342
1.684 -0.714 0.298
1.684 -0.510 0.259
1.684 -0.306 0.227
1.684 -0.102 0.202
1.684 0.102 0.187
1.684 0.306 0.181
1.684 0.510 0.185
1.684 0.714 0.199
1.684 0.918 0.221
1.684 1.122 0.252
1.684 1.327 0.290
1.684 1.531 0.448
1.684 1.735 0.871
1.684 1.939 1.277
1.684 2.143 1.622
1.684 2.347 1.972
1.684 2.551 2.309
1.684 2.755 2.609
1.684 2.959 2.883
1.684 3.163 3.137
1.684 3.367 3.375
1.684 3.571 3.602
1.684 3.776 3.820
1.684 3.980 4.028
1.684 4.184 4.229
1.684 4.388 4.423
1.684 4.592 4.611
1.684 4.796 4.793
1.684 5.000 4.971
1.786 -5.000 1.560
1.786 -4.796 1.496
1.786 -4.592 1.432
1.786 -4.388 1.369
1.786 -4.184 1.305
1.786 -3.980 1.242
1.786 -3.776 1.179
1.786 -3.571 1.116
1.786 -3.367 1.053
1.786 -3.163 0.991
1.786 -2.959 0.929
1.786 -2.755 0.867
1.786 -2.551 0.807
1.786 -2.347 0.746
1.786 -2.143 0.687
1.786 -1.939 0.629
1.786 -1.735 0.572
1.786 -1.531 0.517
1.786 -1.327 0.464
1.786 -1.122 0.413
1.786 -0.918 0.366
1.786 -0.714 0.323
1.786 -0.510 0.285
1.786 -0.306 0.254
1.786 -0.102 0.230
1.786 0.102 0.214
1.786 0.306 0.207
1.786 0.510 0.210
1.786 0.714 0.222
1.786 0.918 0.243
1.786 1.122 0.272
1.786 1.327 0.308
1.786 1.531 0.380
1.786 1.735 0.736
1.786 1.939 1.170
1.786 2.143 1.527
